,Mã học phần,Tên lớp học phần,Phòng,Max,Min,Ngày
0,5504001,124ACAD01,A306,60,24,19/08/2024
1,5505001,124ATD01,A107,60,59,19/08/2024
2,5505001,124ATD02,A107,61,59,19/08/2024
3,5505001,124ATD03,A107,63,63,19/08/2024
4,5505001,124ATD04,A107,60,60,14/10/2024
5,5505001,124ATD05,A107,60,60,19/08/2024
6,5505001,124ATD06,C401,60,58,19/08/2024
7,5505001,124ATD09,A205,60,52,19/08/2024
8,5506001,124ATLD01,A217,60,27,19/08/2024
9,5504270,124AVCN01,A205,48,47,01/10/2024
10,5504002,124BDCN01,A212,45,49,19/08/2024
11,5507054,124CCBDK01,A206,60,21,19/08/2024
12,5507056,124CCBRQ01,A217,60,17,19/08/2024
13,5507052,124CCCND01,A217,60,29,19/08/2024
14,5505006,124CCD01,A205,60,55,19/08/2024
15,5505006,124CCD02,A205,60,24,19/08/2024
16,5505006,124CCD03,A205,61,59,19/08/2024
17,5504212,124CDCDT01,A208,60,56,19/08/2024
18,5504212,124CDCDT02,A208,60,53,19/08/2024
19,5505342,124CDDH2001,A306,60,33,19/08/2024
20,5505342,124CDDH2002,A105,60,31,19/08/2024
21,5506005,124CDDTX01,A103,60,31,19/08/2024
22,5504089,124CDHKK01,B102_CS2,40,23,26/08/2024
23,5504089,124CDHKK02,A107,41,41,19/08/2024
24,5506234,124CDKTBVKT01,B206_CS2,50,29,26/08/2024
25,5505238,124CDNHTD01,B304_CS2,60,41,26/08/2024
26,5505238,124CDNHTD02,B204_CS2,60,44,26/08/2024
27,5507050,124CDNT01,C403,60,32,19/08/2024
28,5504238,124CDOTO03,B104_CS2,45,35,26/08/2024
29,5505126,124CDPM02,A101,85,82,19/08/2024
30,5505126,124CDPM03,A101,60,60,19/08/2024
31,5504200,124CDPMCCCDT01,A210,45,29,19/08/2024
32,5504200,124CDPMCCCDT02,A209,45,45,19/08/2024
33,5504200,124CDPMCCCDT03,A209,45,43,19/08/2024
34,5505125,124CDTVT02,C401,60,28,19/08/2024
35,5506010,124CDVLXD01,A208,60,60,19/08/2024
36,5506010,124CDVLXD02,A205,61,58,19/08/2024
37,5504003,124CGKL01,A107,60,60,19/08/2024
38,5506069,124CHCT01,A106,60,50,19/08/2024
39,5506011,124CHD02,A309,60,60,19/08/2024
40,5506011,124CHD03,A102,60,50,19/08/2024
41,5506011,124CHD04,A217,60,35,19/08/2024
42,5506184,124CHKCHST01,B203_CS2,41,41,26/08/2024
43,5506184,124CHKCHST02,B303_CS2,40,40,26/08/2024
44,5506142,124CHKCHTD03,A212,60,60,19/08/2024
45,5506142,124CHKCHTD04,A107,60,32,19/08/2024
46,5506142,124CHKCHTD05,A211,60,58,19/08/2024
47,5506264,124CHKCHTD2401,A302,60,0,09/09/2024
48,5506264,124CHKCHTD2402,A302,60,0,09/09/2024
49,5506264,124CHKCHTD2403,A304,60,0,09/09/2024
50,5506064,124CKMX01,A208,60,12,19/08/2024
51,5507005,124CLNHL01,B205_CS2,60,22,26/08/2024
52,5504009,124CNC01,A306,51,51,19/08/2024
53,5504009,124CNC02,A210,45,45,19/08/2024
54,5504009,124CNC03,A209,45,28,19/08/2024
55,5504230,124CNCDSOTO02,B104_CS2,45,34,26/08/2024
56,5504230,124CNCDSOTO03,A207,45,44,19/08/2024
57,5504011,124CNCTM101,A307,45,45,01/10/2024
58,5504011,124CNCTM102,A205,48,46,01/10/2024
59,5505132,124CNPM01,A307,80,60,19/08/2024
60,5505132,124CNPM02,A307,80,65,19/08/2024
61,5505132,124CNPM04,A205,60,43,19/08/2024
62,5505133,124CNR01,PTNHTN,40,32,19/08/2024
63,5505133,124CNR02,PTNHTN,40,38,19/08/2024
64,5504174,124CNS01,A102,60,43,19/08/2024
65,5504174,124CNS02,A106,60,31,19/08/2024
66,5507079,124CNSVL01,A103,60,40,19/08/2024
67,5507213,124CNSXTPTT01,A103,60,27,19/08/2024
68,5504013,124CNTP01,A104,60,54,19/08/2024
69,5505134,124CNVDT01,A218,60,60,19/08/2024
70,5505135,124CNX01,B304_CS2,61,59,26/08/2024
71,5505135,124CNX02,B302_CS2,60,57,26/08/2024
72,5505135,124CNX03,B306_CS2,60,53,26/08/2024
73,5209007,124CNXHKH01,A107,80,50,19/08/2024
74,5209007,124CNXHKH02,A107,80,79,19/08/2024
75,5209007,124CNXHKH03,A307,80,55,19/08/2024
76,5209007,124CNXHKH04,A307,80,65,19/08/2024
77,5209007,124CNXHKH05,A108,80,50,19/08/2024
78,5209007,124CNXHKH06,A108,80,35,19/08/2024
79,5209007,124CNXHKH07,A108,80,56,19/08/2024
80,5209007,124CNXHKH08,A108,80,55,19/08/2024
81,5209007,124CNXHKH09,A108,80,65,19/08/2024
82,5209007,124CNXHKH10,A108,80,65,19/08/2024
83,5504217,124CNXLA01,A206,50,50,19/08/2024
84,5504217,124CNXLA02,B106_CS2,50,23,21/10/2024
85,5504088,124COLT01,A304,60,0,09/09/2024
86,5504088,124COLT02,A304,60,0,09/09/2024
87,5504088,124COLT03,A302,60,0,09/09/2024
88,5504088,124COLT04,A302,60,0,09/09/2024
89,5504088,124COLT05,A213,60,20,09/09/2024
90,5504088,124COLT06,A212,60,7,09/09/2024
91,5504088,124COLT07,A304,60,21,09/09/2024
92,5505136,124CPQH01,B205_CS2,60,54,26/08/2024
93,5505136,124CPQH02,B303_CS2,80,76,26/08/2024
94,5505128,124CSDL201,A218,60,48,19/08/2024
95,5505128,124CSDL202,A212,60,60,19/08/2024
96,5505128,124CSDL203,A108,60,59,19/08/2024
97,5507070,124CSKTTP01,B305_CS2,60,33,26/08/2024
98,5506215,124CSVHVN01,A308,30,20,19/08/2024
99,5505121,124CTGT01,A218,70,66,19/08/2024
100,5505121,124CTGT02,A218,70,62,19/08/2024
101,5505121,124CTGT03,A207,60,32,19/08/2024
102,5507071,124CTKM01,B304_CS2,60,41,26/08/2024
103,5506004,124CTKNDD01,B204_CS2,60,55,26/08/2024
104,5504004,124CTM01,A306,60,49,19/08/2024
105,5506003,124CTN01,C403,63,57,19/08/2024
106,5506070,124CTNDT01,B102_CS2,60,7,26/08/2024
107,5506170,124CTNDT2001,A208,60,12,19/08/2024
108,5507002,124CTVXLMT01,A104,60,10,19/08/2024
109,5504202,124DACCCCDT01,X,30,28,19/08/2024
110,5504017,124DACCTM01,VPK,29,29,19/08/2024
111,5504017,124DACCTM02,VPK,29,29,19/08/2024
112,5504017,124DACCTM03,VPK,29,29,19/08/2024
113,5504017,124DACCTM04,VPK,30,30,19/08/2024
114,5507210,124DACNTP101,VPK,70,39,19/08/2024
115,5504016,124DACTM01,VPK,30,31,19/08/2024
116,5504016,124DACTM02,VPK,30,30,19/08/2024
117,5506171,124DACTNDT01,X,20,13,19/08/2024
118,5504158,124DADCT02,X,30,25,19/08/2024
119,5504229,124DADDTOTO01,X,30,29,19/08/2024
120,5504229,124DADDTOTO02,X,30,4,19/08/2024
121,5504229,124DADDTOTO03,X,30,24,19/08/2024
122,5505019,124DADKL01,VPBM,20,20,19/08/2024
123,5505019,124DADKL02,VPBM,20,20,19/08/2024
124,5505019,124DADKL03,VPBM,20,18,19/08/2024
125,5505019,124DADKL04,VPBM,20,8,19/08/2024
126,5505019,124DADKL05,VPBM,20,0,19/08/2024
127,5505019,124DADKL06,VPBM,20,22,19/08/2024
128,5505019,124DADKL07,VPBM,20,20,19/08/2024
129,5505019,124DADKL08,VPBM,26,26,19/08/2024
130,5505019,124DADKL09,VPBM,10,2,19/08/2024
131,5504214,124DADKPCDT01,VPBM,100,8,19/08/2024
132,5505243,124DADT201,VPBM,80,34,19/08/2024
133,5505243,124DADT202,VPBM,80,10,19/08/2024
134,5505243,124DADT203,VPBM,80,10,19/08/2024
135,5505268,124DADTVT201,VPBM,100,41,19/08/2024
136,5505268,124DADTVT202,VPBM,100,19,19/08/2024
137,5504203,124DAHTCDT01,VPBM,150,69,19/08/2024
138,5506017,124DAKCB01,VPK,200,150,19/08/2024
139,5506185,124DAKCCTBTCT01,VPK,20,20,19/08/2024
140,5506260,124DAKCCTBTCT2201,VPK,130,42,19/08/2024
141,5506257,124DAKCT2201,VPK,20,13,19/08/2024
142,5506134,124DAKCTB01,X,20,2,19/08/2024
143,5506226,124DAKTCC101,B104,60,47,19/08/2024
144,5506228,124DAKTCC201,B104,50,13,19/08/2024
145,5506230,124DAKTCN01,B201,20,14,19/08/2024
146,5505322,124DAKTPM01,VPBM,200,181,19/08/2024
147,5506192,124DAKTTCLG01,VPK,20,4,19/08/2024
148,5506019,124DAKTX01,VPK,130,72,19/08/2024
149,5506021,124DANM01,VPK,20,12,19/08/2024
150,5504228,124DAOTO01,X,150,27,19/08/2024
151,5504228,124DAOTO02,X,150,0,19/08/2024
152,5504228,124DAOTO03,X,150,38,19/08/2024
153,5506231,124DAQH01,B201,20,14,19/08/2024
154,5507090,124DAQT01,X,50,3,19/08/2024
155,5506149,124DATCC01,X,30,24,19/08/2024
156,5506173,124DATCCTDT01,X,30,13,19/08/2024
157,5506148,124DATCD01,X,40,28,19/08/2024
158,5506188,124DATCDBTCTTK01,VPK,20,28,19/08/2024
159,5506022,124DATCTC01,VPK,20,1,19/08/2024
160,5506190,124DATCTC2001,VPK,50,48,19/08/2024
161,5505021,124DATKCD01,X,60,40,19/08/2024
162,5504225,124DATNCDTKS01,VPBM,130,73,19/08/2024
163,5505323,124DATNCNTTKS01,X,200,81,19/08/2024
164,5504266,124DATNCTM01,VPK,80,22,19/08/2024
165,5505278,124DATNDTMTKS01,VPBM,70,28,19/08/2024
166,5505307,124DATNHTCCDKS01,X,70,36,19/08/2024
167,5504235,124DATNKSDL01,X,15,1,19/08/2024
168,5504235,124DATNKSDL02,X,15,14,19/08/2024
169,5504235,124DATNKSDL03,X,15,13,19/08/2024
170,5504235,124DATNKSDL04,X,15,12,19/08/2024
171,5504235,124DATNKSDL05,X,15,0,19/08/2024
172,5504235,124DATNKSDL06,X,15,2,19/08/2024
173,5504235,124DATNKSDL07,X,15,0,19/08/2024
174,5504235,124DATNKSDL08,X,15,10,19/08/2024
175,5505260,124DATNKTDTKS01,VPBM,70,28,19/08/2024
176,5507242,124DATNMTKS01,VPK,20,3,19/08/2024
177,5504188,124DATNNLKS01,BMNHIET,10,6,19/08/2024
178,5504188,124DATNNLKS02,BMNHIET,10,10,19/08/2024
179,5504188,124DATNNLKS03,BMNHIET,10,10,19/08/2024
180,5504188,124DATNNLKS04,BMNHIET,10,10,19/08/2024
181,5504188,124DATNNLKS05,BMNHIET,10,10,19/08/2024
182,5505314,124DATNTDHKS01,VPBM,200,53,19/08/2024
183,5507224,124DATNTPKS02,VPK,30,6,19/08/2024
184,5505286,124DATNVTKS01,VPBM,70,0,19/08/2024
185,5506166,124DATNXCKS01,VPK,50,1,19/08/2024
186,5506194,124DATNXDKS01,VPK,100,49,19/08/2024
187,5506183,124DATNXHKS01,X,20,7,19/08/2024
188,5504271,124DATTTKCK01,VPK,40,40,19/08/2024
189,5504271,124DATTTKCK02,VPK,34,35,19/08/2024
190,5505026,124DAVDK01,VPBM,160,88,19/08/2024
191,5505026,124DAVDK03,VPBM,62,61,19/08/2024
192,5507227,124DAXLCTR01,VPK,30,0,19/08/2024
193,5507226,124DAXLNT01,VPK,20,20,19/08/2024
194,5507226,124DAXLNT02,VPK,20,1,19/08/2024
195,5504021,124DCDT01,A206,60,43,19/08/2024
196,5506071,124DCKDX01,VPK,20,15,19/08/2024
197,5505007,124DCSVTD01,X,150,92,19/08/2024
198,5507214,124DDH01,B303_CS2,60,28,26/08/2024
199,5504272,124DDKT01,A205,45,38,01/10/2024
200,5507084,124DGCQ01,B304_CS2,60,40,26/08/2024
201,5507008,124DGTDMT01,A105,60,18,19/08/2024
202,5506254,124DHKT12201,B104,30,0,09/09/2024
203,5506254,124DHKT12202,B104,30,1,09/09/2024
204,5507013,124DHMT01,B102_CS2,25,12,26/08/2024
205,5504103,124DHTÔ01,B103_CS2,70,64,26/08/2024
206,5505013,124DKGNTB01,B106_CS2,50,36,26/08/2024
207,5505013,124DKGNTB02,B104_CS2,50,40,26/08/2024
208,5505013,124DKGNTB03,B106_CS2,60,60,26/08/2024
209,5505013,124DKGNTB04,B106_CS2,50,50,21/10/2024
210,5504219,124DKHTDTN01,B105_CS2,50,50,26/08/2024
211,5505014,124DKLG02,A205,50,50,19/08/2024
212,5505014,124DKLG04,A208,53,51,19/08/2024
213,5504196,124DKLPCDT01,A103,40,39,19/08/2024
214,5504196,124DKLPCDT02,A106,40,40,19/08/2024
215,5504196,124DKLPCDT03,A208,40,40,19/08/2024
216,5504196,124DKLPCDT04,A207,50,50,19/08/2024
217,5505319,124DKQT01,B204_CS2,85,84,26/08/2024
218,5505015,124DKS01,A105,60,27,19/08/2024
219,5504015,124DKTK01,B103_CS2,60,38,26/08/2024
220,5504015,124DKTK02,B102_CS2,60,26,26/08/2024
221,5504015,124DKTK03,B104_CS2,60,59,26/08/2024
222,5505027,124DLDDT01,B105_CS2,60,42,26/08/2024
223,5505027,124DLDDT02,A108,61,61,19/08/2024
224,5505027,124DLDDT03,B105_CS2,60,42,26/08/2024
225,5505027,124DLDDT04,A210,65,65,19/08/2024
226,5505027,124DLDDT06,C401,62,62,19/08/2024
227,5505027,124DLDDT07,A306,60,58,19/08/2024
228,5504172,124DLN01,A107,60,37,19/08/2024
229,5504172,124DLN02,A104,60,40,19/08/2024
230,5502010,124DMSTKN01,A218,76,73,19/08/2024
231,5502010,124DMSTKN02,A218,65,66,19/08/2024
232,5502010,124DMSTKN03,A307,70,70,19/08/2024
233,5504014,124DPLC01,A103,40,25,19/08/2024
234,5504022,124DSDL01,B105_CS2,50,50,26/08/2024
235,5504022,124DSDL02,B205_CS2,50,49,26/08/2024
236,5504022,124DSDL03,B104_CS2,50,50,26/08/2024
237,5319001,124DSTT01,A301,80,35,09/09/2024
238,5319001,124DSTT02,A303,80,43,09/09/2024
239,5319001,124DSTT03,A305,80,54,09/09/2024
240,5319001,124DSTT04,A305,80,52,09/09/2024
241,5319001,124DSTT05,A303,80,18,09/09/2024
242,5319001,124DSTT06,A301,80,11,09/09/2024
243,5319001,124DSTT07,A214,80,2,09/09/2024
244,5319001,124DSTT08,A214,80,-1,09/09/2024
245,5319001,124DSTT09,A101,80,0,09/09/2024
246,5319001,124DSTT10,A101,80,6,09/09/2024
247,5319001,124DSTT11,A303,80,1,09/09/2024
248,5319001,124DSTT12,A304,80,1,09/09/2024
249,5319001,124DSTT13,A303,80,5,09/09/2024
250,5319001,124DSTT14,A301,80,4,09/09/2024
251,5319001,124DSTT15,A214,80,7,09/09/2024
252,5319001,124DSTT16,A214,80,2,09/09/2024
253,5505010,124DTCB01,A207,60,59,19/08/2024
254,5505010,124DTCB02,A307,60,26,19/08/2024
255,5506076,124DTCBT01,VPK,50,13,19/08/2024
256,5506073,124DTCHD01,X,30,3,19/08/2024
257,5505011,124DTCS01,A210,60,52,19/08/2024
258,5506153,124DTCTXD01,A103,60,15,19/08/2024
259,5505343,124DTDM2001,A211,60,50,19/08/2024
260,5505343,124DTDM2002,A101,68,67,19/08/2024
261,5506079,124DTHDO01,VPK,50,19,19/08/2024
262,5504019,124DTNCK01,VPK,60,1,19/08/2024
263,5505141,124DTNIT01,X,30,9,19/08/2024
264,5505024,124DTNTD01,VPBM,200,0,19/08/2024
265,5505144,124DTNVT01,X,20,7,19/08/2024
266,5505012,124DTTT01,A106,60,32,19/08/2024
267,5505012,124DTTT02,A213,60,42,19/08/2024
268,5506025,124DTXD01,A105,60,38,19/08/2024
269,5506025,124DTXD02,A209,60,39,19/08/2024
270,5514004,124GDHOC01,A307,50,27,19/08/2024
271,5507014,124GDMT01,A104,60,2,09/09/2024
272,5507014,124GDMT02,A309,60,0,09/09/2024
273,5013001,124GDTC101,SVD,50,26,09/09/2024
274,5013001,124GDTC102,SVD,50,0,09/09/2024
275,5013001,124GDTC103,SVD,50,0,09/09/2024
276,5013001,124GDTC104,SVD,50,0,09/09/2024
277,5013001,124GDTC105,SVD,50,2,09/09/2024
278,5013001,124GDTC106,SVD,50,0,09/09/2024
279,5013001,124GDTC107,SVD,50,4,09/09/2024
280,5013001,124GDTC108,SVD,50,0,09/09/2024
281,5013001,124GDTC109,SVD,50,4,09/09/2024
282,5013001,124GDTC110,SVD,50,0,09/09/2024
283,5013001,124GDTC111,SVD,50,0,09/09/2024
284,5013001,124GDTC112,SVD,50,3,09/09/2024
285,5013001,124GDTC113,SVD,50,4,09/09/2024
286,5013001,124GDTC114,SVD,50,2,09/09/2024
287,5013001,124GDTC115,SVD,50,6,09/09/2024
288,5013001,124GDTC116,SVD,50,0,09/09/2024
289,5013001,124GDTC117,SVD,50,4,09/09/2024
290,5013001,124GDTC118,SVD,50,0,09/09/2024
291,5013001,124GDTC119,SVD,50,8,09/09/2024
292,5013001,124GDTC120,SVD,50,0,09/09/2024
293,5013001,124GDTC121,SVD,50,0,09/09/2024
294,5013001,124GDTC122,SVD,50,0,09/09/2024
295,5013001,124GDTC123,SVD,50,0,09/09/2024
296,5013001,124GDTC124,SVD,50,0,09/09/2024
297,5013001,124GDTC125,SVD,50,0,09/09/2024
298,5013001,124GDTC126,SVD,50,0,09/09/2024
299,5013001,124GDTC127,SVD,50,0,09/09/2024
300,5013001,124GDTC128,SVD,50,0,09/09/2024
301,5013001,124GDTC129,SVD,50,0,09/09/2024
302,5013001,124GDTC130,SVD,50,0,09/09/2024
303,5013001,124GDTC131,SVD,50,1,09/09/2024
304,5013001,124GDTC132,SVD,50,0,09/09/2024
305,5013001,124GDTC133,SVD,50,0,09/09/2024
306,5013001,124GDTC134,SVD,50,1,09/09/2024
307,5013002,124GDTC201,SVD,50,49,19/08/2024
308,5013003,124GDTC301,SVD,50,40,19/08/2024
309,5013003,124GDTC302,SVD,50,41,19/08/2024
310,5013003,124GDTC303,SVD,50,44,19/08/2024
311,5013003,124GDTC304,SVD,50,40,19/08/2024
312,5013003,124GDTC305,SVD,50,41,19/08/2024
313,5013003,124GDTC306,SVD,50,41,19/08/2024
314,5013003,124GDTC307,SVD,50,43,19/08/2024
315,5013003,124GDTC308,SVD,50,42,19/08/2024
316,5013003,124GDTC309,SVD,50,42,19/08/2024
317,5013003,124GDTC310,SVD,50,40,19/08/2024
318,5013003,124GDTC311,SVD,50,42,19/08/2024
319,5013003,124GDTC312,SVD,50,42,19/08/2024
320,5013003,124GDTC313,SVD,50,40,19/08/2024
321,5013003,124GDTC314,SVD,50,40,19/08/2024
322,5013003,124GDTC315,SVD,50,41,19/08/2024
323,5013003,124GDTC316,SVD,50,40,19/08/2024
324,5013003,124GDTC317,SVD,50,41,19/08/2024
325,5013003,124GDTC319,SVD,50,35,19/08/2024
326,5013003,124GDTC320,SVD,50,39,19/08/2024
327,5013003,124GDTC321,SVD,50,41,19/08/2024
328,5013003,124GDTC323,SVD,50,40,19/08/2024
329,5013003,124GDTC325,SVD,50,29,19/08/2024
330,5013003,124GDTC326,SVD,50,40,19/08/2024
331,5013003,124GDTC327,SVD,50,45,19/08/2024
332,5013003,124GDTC328,SVD,50,49,19/08/2024
333,5013003,124GDTC329,SVD,50,48,19/08/2024
334,5013003,124GDTC330,SVD,50,41,19/08/2024
335,5013004,124GDTC401,SVD,50,47,19/08/2024
336,5506026,124GSTCXD01,A218,60,25,19/08/2024
337,5319002,124GT101,A303,80,4,09/09/2024
338,5319002,124GT102,A303,80,13,09/09/2024
339,5319002,124GT103,A305,80,8,09/09/2024
340,5319002,124GT104,A301,80,-1,09/09/2024
341,5319002,124GT105,A303,80,10,09/09/2024
342,5319002,124GT106,A301,80,3,09/09/2024
343,5319002,124GT107,A214,80,0,09/09/2024
344,5319002,124GT108,A214,80,0,09/09/2024
345,5319002,124GT109,A101,80,1,09/09/2024
346,5319002,124GT110,A101,80,1,09/09/2024
347,5319002,124GT111,A301,80,3,09/09/2024
348,5319002,124GT112,A304,80,0,09/09/2024
349,5319002,124GT113,A303,80,0,09/09/2024
350,5319002,124GT114,A305,80,10,09/09/2024
351,5319003,124GT201,A101,80,78,19/08/2024
352,5319003,124GT202,A101,80,40,19/08/2024
353,5209004,124HCM01,A101,80,76,19/08/2024
354,5209004,124HCM02,A101,80,78,19/08/2024
355,5209004,124HCM03,A214,80,73,19/08/2024
356,5209004,124HCM04,A214,80,64,19/08/2024
357,5209004,124HCM05,A101,80,67,19/08/2024
358,5209004,124HCM06,A101,80,56,19/08/2024
359,5209004,124HCM07,A214,80,77,19/08/2024
360,5209004,124HCM08,A214,80,54,19/08/2024
361,5507318,124HDCVL2201,A213,60,0,09/09/2024
362,5504023,124HDDTO01,A107,45,45,19/08/2024
363,5504023,124HDDTO02,A306,45,29,19/08/2024
364,5504023,124HDDTO04,A309,45,38,19/08/2024
365,5504023,124HDDTO05,C401,45,35,19/08/2024
366,5504024,124HDHTNO01,B103_CS2,65,53,26/08/2024
367,5504024,124HDHTNO02,B105_CS2,65,66,26/08/2024
368,5506027,124HH01,A306,60,4,09/09/2024
369,5506027,124HH02,A307,60,3,09/09/2024
370,5506027,124HH03,A307,60,3,09/09/2024
371,5506027,124HH04,A302,60,6,09/09/2024
372,5506202,124HH101,A210,40,1,09/09/2024
373,5506202,124HH102,A210,40,2,09/09/2024
374,5507328,124HHCHCCPT01,A217,60,15,19/08/2024
375,5507324,124HHCII2201,A308,60,15,19/08/2024
376,5507104,124HHFD01,A206,60,39,19/08/2024
377,5507203,124HHHCHVC01,A309,60,0,09/09/2024
378,5507203,124HHHCHVC02,A309,60,3,09/09/2024
379,5504026,124HH-VKT01,A306,60,9,09/09/2024
380,5504026,124HH-VKT02,A303,60,7,09/09/2024
381,5504026,124HH-VKT03,A218,60,12,09/09/2024
382,5505333,124HKDNCNTT01,X,200,175,19/08/2024
383,5504254,124HKDNCTM01,X,150,1,19/08/2024
384,5504231,124HKDNDL2001,X,55,15,19/08/2024
385,5505330,124HKDNHTCCD01,X,150,3,19/08/2024
386,5507019,124HKDNMT01,X,30,0,19/08/2024
387,5507228,124HKDNMT2001,X,20,18,19/08/2024
388,5504176,124HKDNNL01,BMNHIET,26,26,19/08/2024
389,5504176,124HKDNNL02,BMNHIET,25,25,19/08/2024
390,5504176,124HKDNNL03,BMNHIET,25,15,19/08/2024
391,5505332,124HKDNTDH01,X,160,3,19/08/2024
392,5507245,124HKDNTP01,X,40,25,19/08/2024
393,5506154,124HKDNXC01,X,30,22,19/08/2024
394,5506191,124HKDNXD2001,X,100,60,19/08/2024
395,5506174,124HKDNXH01,X,20,6,19/08/2024
396,5507326,124HLVL2201,A309,60,15,19/08/2024
397,5507327,124HPTVL2201,C303,60,15,19/08/2024
398,5504199,124HTCDT2001,A103,45,44,19/08/2024
399,5504199,124HTCDT2002,A207,45,33,19/08/2024
400,5504029,124HTDTK01,A207,45,44,19/08/2024
401,5504029,124HTDTK02,A106,45,45,19/08/2024
402,5504029,124HTDTK03,A106,53,53,19/08/2024
403,5504025,124HTTMO01,B102_CS2,45,19,26/08/2024
404,5504025,124HTTMO03,B104_CS2,45,45,26/08/2024
405,5505254,124HTTTVT01,A106,60,53,19/08/2024
406,5505265,124HTVT01,A212,60,47,19/08/2024
407,5505129,124IOT01,B206_CS2,33,29,26/08/2024
408,5505129,124IOT02,B105_CS2,30,25,26/08/2024
409,5506029,124KCBTCT01,A206,60,59,19/08/2024
410,5506029,124KCBTCT02,A211,60,56,19/08/2024
411,5506029,124KCBTCT04,B304_CS2,60,42,26/08/2024
412,5506198,124KCCTBTCT01,B204_CS2,60,9,26/08/2024
413,5506198,124KCCTBTCT02,A211,60,60,19/08/2024
414,5506031,124KCCTT01,A206,60,33,19/08/2024
415,5504226,124KCDCDT01,A208,55,50,19/08/2024
416,5504226,124KCDCDT02,A213,55,20,19/08/2024
417,5504226,124KCDCDT03,A206,55,55,19/08/2024
418,5504226,124KCDCDT04,A105,45,44,19/08/2024
419,5506032,124KCNNT01,B104,60,12,19/08/2024
420,5506033,124KCT01,A206,60,17,19/08/2024
421,5504234,124KDKTOTO01,A212,55,55,19/08/2024
422,5505161,124KDLPDL01,A107,60,39,19/08/2024
423,5505161,124KDLPDL02,A101,80,73,19/08/2024
424,5502003,124KNGT01,A303,60,14,09/09/2024
425,5502003,124KNGT02,A303,1,1,04/11/2024
426,5502003,124KNGT03,A301,60,21,09/09/2024
427,5502003,124KNGT04,A302,60,46,09/09/2024
428,5502003,124KNGT05,A302,60,37,09/09/2024
429,5502003,124KNGT06,A302,60,4,04/11/2024
430,5502003,124KNGT07,A302,60,0,04/11/2024
431,5502003,124KNGT08,A301,60,46,09/09/2024
432,5502003,124KNGT09,A301,60,2,04/11/2024
433,5502003,124KNGT10,A301,60,18,09/09/2024
434,5502003,124KNGT11,A301,60,0,09/09/2024
435,5502003,124KNGT12,A301,60,3,04/11/2024
436,5502003,124KNGT13,A301,60,2,04/11/2024
437,5502003,124KNGT14,A210,60,10,09/09/2024
438,5502003,124KNGT15,A301,60,0,04/11/2024
439,5502003,124KNGT16,A306,60,22,09/09/2024
440,5502003,124KNGT17,A306,60,32,09/09/2024
441,5502003,124KNGT18,A306,60,1,04/11/2024
442,5502003,124KNGT19,A102,60,0,09/09/2024
443,5502003,124KNGT20,A102,60,0,04/11/2024
444,5502003,124KNGT21,A304,60,0,09/09/2024
445,5502003,124KNGT22,A304,60,0,09/09/2024
446,5502009,124KNLDQL01,A108,70,74,19/08/2024
447,5502009,124KNLDQL02,A210,77,78,19/08/2024
448,5502009,124KNLDQL03,C401,70,72,19/08/2024
449,5502009,124KNLDQL04,A108,73,73,19/08/2024
450,5502009,124KNLDQL05,A108,70,68,19/08/2024
451,5502004,124KNLVN01,A303,60,40,04/11/2024
452,5502004,124KNLVN02,A303,60,28,09/09/2024
453,5502004,124KNLVN03,A305,60,59,09/09/2024
454,5502004,124KNLVN04,A305,60,57,09/09/2024
455,5504121,124KTAT01,A208,60,31,19/08/2024
456,5504121,124KTAT02,A309,60,38,19/08/2024
457,5504030,124KTATCK01,A102,55,48,19/08/2024
458,5504030,124KTATCK02,A210,55,54,19/08/2024
459,5506218,124KTCC01,B305_CS2,60,49,26/08/2024
460,5504244,124KTCK01,A102,45,43,19/08/2024
461,5504244,124KTCK02,A211,45,35,19/08/2024
462,5504244,124KTCK03,A103,45,45,01/10/2024
463,5504244,124KTCK04,A103,45,44,01/10/2024
464,5506220,124KTCN01,B205_CS2,50,13,26/08/2024
465,5506091,124KTCQ01,A217,60,23,19/08/2024
466,5209006,124KTCT01,A108,80,62,19/08/2024
467,5209006,124KTCT02,A108,80,76,19/08/2024
468,5209006,124KTCT03,A214,81,80,19/08/2024
469,5209006,124KTCT04,A214,80,76,19/08/2024
470,5209006,124KTCT05,A107,80,55,19/08/2024
471,5209006,124KTCT06,A107,80,58,19/08/2024
472,5209006,124KTCT07,A210,80,63,19/08/2024
473,5209006,124KTCT08,A210,80,33,19/08/2024
474,5209006,124KTCT09,A101,80,36,19/08/2024
475,5504122,124KTCTM01,A102,45,45,19/08/2024
476,5504122,124KTCTM02,A210,45,44,19/08/2024
477,5504122,124KTCTM03,A102,45,45,19/08/2024
478,5505039,124KTDDT01,A207,60,56,19/08/2024
479,5505039,124KTDDT02,A106,60,60,19/08/2024
480,5505039,124KTDDT03,A213,60,58,19/08/2024
481,5504123,124KTDKHD01,A103,45,45,19/08/2024
482,5505040,124KTDKNC01,A102,60,27,19/08/2024
483,5505040,124KTDKNC02,A208,65,41,19/08/2024
484,5505041,124KTDKTD01,B204_CS2,80,80,26/08/2024
485,5504191,124KTDKTDCDT01,B106_CS2,50,40,26/08/2024
486,5504191,124KTDKTDCDT02,B106_CS2,50,50,26/08/2024
487,5504191,124KTDKTDCDT03,B203_CS2,51,51,26/08/2024
